DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230812952,08/06/2023 12:00:00 AM,08/05/2023 12:00:00 AM,1900,8,West LA,823,1,310,BURGLARY,1202 0358 1609 0321 0344 0352 1221 1822,69,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,600    TOYOPA                       DR,,34.0386,-118.5191
220709776,05/28/2022 12:00:00 AM,05/28/2022 12:00:00 AM,1300,7,Wilshire,777,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0906,32,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800    BUCKINGHAM                   RD,,34.0419,-118.3352
220808359,04/15/2022 12:00:00 AM,04/06/2022 12:00:00 AM,800,8,West LA,828,2,662,"BUNCO, GRAND THEFT",1822 0701,67,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,800    WESTHOLME                    AV,,34.0664,-118.4357
221613369,10/16/2022 12:00:00 AM,10/08/2022 12:00:00 AM,1258,16,Foothill,1651,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,9700    LAUREL CANYON                BL,,34.2463,-118.4189
200910711,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,100,9,Van Nuys,919,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13500    BARBARA ANN                  ST,,34.2002,-118.427
211208881,03/19/2021 12:00:00 AM,03/19/2021 12:00:00 AM,1800,12,77th Street,1283,1,210,ROBBERY,0344 0342 1822 0448 1900,26,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1700 W  CENTURY                      BL,,33.9455,-118.3073
230309727,04/21/2023 12:00:00 AM,04/21/2023 12:00:00 AM,1430,3,Southwest,357,1,310,BURGLARY,1251 1822 1606 0344 0314,21,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1300 W  36TH                         ST,,34.0229,-118.2974
201908497,04/07/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1900,19,Mission,1962,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,9300    BURNET                       AV,,34.2393,-118.4632
230712462,07/25/2023 12:00:00 AM,07/24/2023 12:00:00 AM,900,7,Wilshire,785,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,66,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1900 S  PALM GROVE                   AV,,34.0398,-118.3414
220410013,06/20/2022 12:00:00 AM,06/09/2022 12:00:00 AM,2000,4,Hollenbeck,406,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,71,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,4900    VIA MARISOL,,34.1031,-118.1808
220617634,10/17/2022 12:00:00 AM,10/17/2022 12:00:00 AM,1635,6,Hollywood,668,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,5500 W  SUNSET                       BL,,34.0981,-118.3092
210216521,10/23/2021 12:00:00 AM,10/22/2021 12:00:00 AM,730,2,Rampart,221,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,300 N  BERENDO                      ST,,34.077,-118.2944
211812251,06/19/2021 12:00:00 AM,06/11/2021 12:00:00 AM,1200,18,Southeast,1864,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,28,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,11900    STANFORD                     AV,,0.0,0.0
230108488,03/11/2023 12:00:00 AM,03/09/2023 12:00:00 AM,2300,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,43,M,J,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,800 S  HILL                         ST,,34.0462,-118.2585
201821490,12/02/2020 12:00:00 AM,12/02/2020 12:00:00 AM,550,18,Southeast,1841,1,210,ROBBERY,1822 0416 0429 0344,44,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,VERMONT,115TH,33.9367,-118.2871
220904676,01/20/2022 12:00:00 AM,01/08/2022 12:00:00 AM,920,9,Van Nuys,985,2,354,THEFT OF IDENTITY,0929,52,M,W,602.0,BANK,,,IC,Invest Cont,354.0,,,,4100    STANSBURY                    AV,,34.1444,-118.4411
201420254,11/14/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1600,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1501,55,F,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,00    WORLD                        WY,,33.9442,-118.3984
201507671,03/17/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1300,15,N Hollywood,1511,1,310,BURGLARY,0344 1607,35,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,13100    RAYMER                       ST,,34.2055,-118.4182
212104110,01/04/2021 12:00:00 AM,01/02/2021 12:00:00 AM,1900,21,Topanga,2148,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,27,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,20200    ARCHWOOD                     ST,,34.1926,-118.5738
221600525,01/17/2022 12:00:00 AM,01/17/2022 12:00:00 AM,300,16,Foothill,1641,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0329 1300 0416 1402,23,M,H,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont,230.0,998.0,,,10300    HADDON                       AV,,34.2545,-118.4272
211500525,01/14/2021 12:00:00 AM,12/02/2020 12:00:00 AM,500,15,N Hollywood,1557,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1402,26,M,O,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,10800    BLIX                         ST,,34.1567,-118.3661
211716345,12/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,1520,17,Devonshire,1739,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0408 1251 1822,13,F,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,SAN JOSE                     ST,WOODLEY                      AV,34.2659,-118.4818
220913895,09/16/2022 12:00:00 AM,09/15/2022 12:00:00 AM,1950,9,Van Nuys,964,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,38,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
200401224,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,2245,4,Hollenbeck,497,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 0329 1407 0906,39,F,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,998.0,,,3200    GLENN                        AV,,34.0207,-118.2095
231910173,06/06/2023 12:00:00 AM,06/06/2023 12:00:00 AM,330,19,Mission,1963,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,9500    VAN NUYS                     BL,,34.2427,-118.4502
222011056,06/12/2022 12:00:00 AM,06/12/2022 12:00:00 AM,1510,20,Olympic,2031,1,350,"THEFT, PERSON",0344 1822,18,M,H,102.0,SIDEWALK,,,IC,Invest Cont,350.0,,,,WESTERN                      AV,8TH                          ST,34.058,-118.3091
200609113,04/16/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2045,6,Hollywood,637,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,6200    HOLLYWOOD                    BL,,34.103,-118.3225
201512183,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1955,15,N Hollywood,1538,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,19,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,11100    BURBANK                      BL,,34.1758,-118.3746
230711183,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,117,7,Wilshire,729,1,310,BURGLARY,1609 0344 1822,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,100 N  LARCHMONT                    BL,,34.073,-118.3236
220516981,12/07/2022 12:00:00 AM,12/06/2022 12:00:00 AM,1235,5,Harbor,506,2,354,THEFT OF IDENTITY,,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,21700 S  WESTERN                      AV,,33.8315,-118.309
210709085,05/27/2021 12:00:00 AM,05/25/2021 12:00:00 AM,1800,7,Wilshire,752,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,74,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,740.0,,,,1000    STEARNS                      DR,,34.0562,-118.3693
230812359,06/15/2023 12:00:00 AM,06/15/2023 12:00:00 AM,1350,8,West LA,889,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,1800    LA CIENEGA                   BL,,34.0425,-118.3818
211116416,12/14/2021 12:00:00 AM,12/04/2021 12:00:00 AM,1500,11,Northeast,1152,2,354,THEFT OF IDENTITY,0100 0922 0930,63,M,W,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,1400 N  HOOVER                       ST,,34.0971,-118.2841
200814265,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,800,8,West LA,806,1,310,BURGLARY,1202 0344 1822,73,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,2900    ANTELO VIEW                  DR,,34.1271,-118.4653
201110473,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,530,11,Northeast,1189,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,3500    PASADENA                     AV,,34.0867,-118.2127
200817419,12/10/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1900,8,West LA,853,1,330,BURGLARY FROM VEHICLE,0344 0346,23,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,1500    COLBY                        AV,,34.0451,-118.453
212105050,01/31/2021 12:00:00 AM,01/30/2021 12:00:00 AM,1400,21,Topanga,2143,2,886,DISTURBING THE PEACE,0340 1822,49,F,W,406.0,OTHER STORE,,,IC,Invest Cont,886.0,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
210910214,06/07/2021 12:00:00 AM,06/05/2021 12:00:00 AM,2030,9,Van Nuys,916,1,320,"BURGLARY, ATTEMPTED",1501 1607 1609,52,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320.0,,,,13700    VANOWEN                      ST,,34.1976,-118.4356
221420842,12/13/2022 12:00:00 AM,12/13/2022 12:00:00 AM,1030,14,Pacific,1401,2,662,"BUNCO, GRAND THEFT",0344,40,F,W,710.0,OTHER PREMISE,,,IC,Invest Cont,662.0,,,,12100    SARDIS                       AV,,34.0222,-118.4435
220309643,04/26/2022 12:00:00 AM,04/26/2022 12:00:00 AM,1510,3,Southwest,363,1,350,"THEFT, PERSON",1822 1310 0344 2004 0212 1240,24,F,H,108.0,PARKING LOT,,,IC,Invest Cont,350.0,,,,3900    CRENSHAW                     BL,,34.0121,-118.3351
210715752,11/19/2021 12:00:00 AM,11/17/2021 12:00:00 AM,2005,7,Wilshire,762,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1822,28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,,,,6100    SATURN                       ST,,34.0512,-118.3743
230705376,01/26/2023 12:00:00 AM,01/22/2023 12:00:00 AM,200,7,Wilshire,767,2,354,THEFT OF IDENTITY,0922 1822 0929 0925 0930,33,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4000    VENICE                       BL,,34.0457,-118.3255
201212047,05/03/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1000,12,77th Street,1252,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,70TH                         ST,3RD                          AV,33.9764,-118.3207
210605202,01/31/2021 12:00:00 AM,01/30/2021 12:00:00 AM,1730,6,Hollywood,629,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,FRANKLIN                     AV,VAN NESS                     AV,34.1053,-118.3159
220122272,10/11/2022 12:00:00 AM,10/11/2022 12:00:00 AM,400,1,Central,153,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906 1817,35,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,200 W  6TH                          ST,,34.046,-118.251
210412349,08/31/2021 12:00:00 AM,08/31/2021 12:00:00 AM,1310,4,Hollenbeck,408,1,210,ROBBERY,0334 0355 0344,55,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,,,,5100    HUNTINGTON                   DR,,34.0859,-118.1798
202006248,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,200,20,Olympic,2016,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1206 2033,0,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3RD,ALEXANDRIA,34.0691,-118.2979
201008125,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,900,10,West Valley,1008,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,16600    COVELLO                      ST,,34.2076,-118.4946
220616725,09/24/2022 12:00:00 AM,09/19/2022 12:00:00 AM,1524,6,Hollywood,645,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0325,28,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3417
211116316,12/12/2021 12:00:00 AM,12/11/2021 12:00:00 AM,1730,11,Northeast,1171,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200    WESTERLY                     TR,,34.0917,-118.2741
230704441,01/11/2023 12:00:00 AM,12/27/2022 12:00:00 AM,1500,7,Wilshire,706,1,330,BURGLARY FROM VEHICLE,0344 1822 0358 1307 1609,30,F,C,101.0,STREET,,,IC,Invest Cont,330.0,,,,WILLOUGHBY                   ST,MCCADDEN                     PL,34.0871,-118.3374
231507567,03/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,1915,15,N Hollywood,1562,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,56,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,12500    HORTENSE                     ST,,34.155,-118.4053
220717387,12/04/2022 12:00:00 AM,12/03/2022 12:00:00 AM,2000,7,Wilshire,785,1,310,BURGLARY,0358 1822 0321 0344 1609,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,4600 W  WASHINGTON                   BL,,34.0398,-118.3398
210707302,04/02/2021 12:00:00 AM,04/02/2021 12:00:00 AM,523,7,Wilshire,782,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2600    CULLEN                       ST,,34.0337,-118.3772
220212867,07/05/2022 12:00:00 AM,07/03/2022 12:00:00 AM,1205,2,Rampart,271,2,354,THEFT OF IDENTITY,0100,28,F,B,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,2100 W  11TH                         ST,,34.0529,-118.2819
211820286,11/19/2021 12:00:00 AM,11/19/2021 12:00:00 AM,2250,18,Southeast,1862,1,210,ROBBERY,1300 0342 0312 0432 0371 0216 0334 0344 0906,38,F,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,210.0,,,,100 W  IMPERIAL                     HY,,33.931,-118.2745
211909153,05/27/2021 12:00:00 AM,05/26/2021 12:00:00 AM,5,19,Mission,1984,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,8300    WILLIS                       AV,,34.2215,-118.4553
201916185,10/26/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1800,19,Mission,1916,2,662,"BUNCO, GRAND THEFT",0800,24,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,13900    SAYRE                        ST,,34.3055,-118.439
201820674,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,900,18,Southeast,1826,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,92ND,MAIE                         AV,33.9533,-118.2442
230409687,06/24/2023 12:00:00 AM,05/28/2023 12:00:00 AM,1800,4,Hollenbeck,422,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3000    BALDWIN                      ST,,34.0702,-118.2103
210204534,01/15/2021 12:00:00 AM,01/14/2021 12:00:00 AM,1800,2,Rampart,205,1,330,BURGLARY FROM VEHICLE,0385 0344 1822 1605 0321,30,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 N  DILLON                       ST,,34.0786,-118.2788
221210287,04/15/2022 12:00:00 AM,04/13/2022 12:00:00 AM,700,12,77th Street,1256,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0329,54,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,900 W  76TH                         ST,,33.9727,-118.285
220513948,09/21/2022 12:00:00 AM,09/20/2022 12:00:00 AM,2000,5,Harbor,511,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,25400    BELLE PORTE                  AV,,33.7938,-118.3012
211705721,02/17/2021 12:00:00 AM,02/16/2021 12:00:00 AM,1830,17,Devonshire,1782,1,320,"BURGLARY, ATTEMPTED",1607,0,X,X,409.0,BEAUTY SUPPLY STORE,,,IC,Invest Cont,320.0,,,,8700    CORBIN                       AV,,34.2282,-118.5623
200210242,05/15/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1900,2,Rampart,218,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,24,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,E  EDGEWARE                     RD,DOUGLAS                      ST,34.0715,-118.2539
200909318,05/05/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1400,9,Van Nuys,939,2,354,THEFT OF IDENTITY,0377 0930,61,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6200    FULTON                       AV,,34.1831,-118.4225
211513593,08/24/2021 12:00:00 AM,08/23/2021 12:00:00 AM,1930,15,N Hollywood,1538,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11200    OXNARD                       ST,,34.1794,-118.3758
200114138,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1900,1,Central,151,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,0,X,X,101.0,STREET,,,IC,Invest Cont,740.0,,,,FIGUEROA,7TH                          ST,34.0501,-118.2593
200111326,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1715,1,Central,142,2,625,OTHER ASSAULT,1822 0416 2004 0356,45,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,4TH,OLIVE,34.0512,-118.252
230911064,06/26/2023 12:00:00 AM,06/25/2023 12:00:00 AM,1900,9,Van Nuys,926,1,310,BURGLARY,1822 0325 1601,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,310.0,,,,13700    VICTORY                      BL,,34.1903,-118.4399
230108253,03/07/2023 12:00:00 AM,03/06/2023 12:00:00 AM,1650,1,Central,159,2,943,CRUELTY TO ANIMALS,1309,0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,943.0,,,,3RD,ALAMEDA,34.0387,-118.2335
221209242,03/16/2022 12:00:00 AM,02/14/2022 12:00:00 AM,950,12,77th Street,1263,2,354,THEFT OF IDENTITY,1822 0928 0100,69,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1600 W  84TH                         PL,,33.9618,-118.3047
220217239,09/22/2022 12:00:00 AM,09/22/2022 12:00:00 AM,1840,2,Rampart,205,2,647,THROWING OBJECT AT MOVING VEHICLE,1310 1822 0447 0329,25,F,H,101.0,STREET,302.0,BLUNT INSTRUMENT,IC,Invest Cont,647.0,,,,BELLEVUE,SILVERLAKE,34.0804,-118.275
221207199,02/16/2022 12:00:00 AM,02/03/2022 12:00:00 AM,46,12,77th Street,1266,2,354,THEFT OF IDENTITY,0100 0930 1822,61,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,400 W  80TH                         ST,,33.9669,-118.2813
231412252,06/13/2023 12:00:00 AM,06/12/2023 12:00:00 AM,700,14,Pacific,1432,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,25,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,700    CALIFORNIA                   AV,,33.9934,-118.4641
230104397,01/06/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1930,1,Central,162,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101.0,STREET,,,IC,Invest Cont,522.0,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
220506531,03/07/2022 12:00:00 AM,03/04/2022 12:00:00 AM,300,5,Harbor,585,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,2400 S  LELAND                       ST,,33.7225,-118.3013
231515302,09/25/2023 12:00:00 AM,09/25/2023 12:00:00 AM,740,15,N Hollywood,1585,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309 0216 2028,0,M,O,402.0,MARKET,,,IC,Invest Cont,442.0,,,,10900    VENTURA                      BL,,34.143,-118.3727
211312018,07/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,1103,13,Newton,1317,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WASHINGTON                   BL,COMPTON                      AV,34.0208,-118.244
220613457,07/20/2022 12:00:00 AM,07/20/2022 12:00:00 AM,1420,6,Hollywood,659,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1400 N  KINGSLEY                     DR,,34.0967,-118.3031
220312859,06/27/2022 12:00:00 AM,06/27/2022 12:00:00 AM,15,3,Southwest,397,2,624,BATTERY - SIMPLE ASSAULT,0446 0416 0913,44,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4300    BRIGHTON                     AV,,34.0048,-118.3013
200618072,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1230,6,Hollywood,639,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,HARVARD                      ST,LOMA LINDA                   ST,34.103,-118.305
232004983,01/28/2023 12:00:00 AM,01/28/2023 12:00:00 AM,600,20,Olympic,2039,1,210,ROBBERY,0342 0216 1309 0432 0330 0371 1312 0906 1822 0334,48,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,,,,2900    LEEWARD                      AV,,34.0587,-118.2869
201208311,03/02/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1710,12,77th Street,1239,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0327 0325 1822,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,5800 S  VERMONT                      AV,,33.9863,-118.2881
220605284,01/30/2022 12:00:00 AM,01/30/2022 12:00:00 AM,945,6,Hollywood,656,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2004 1822 1501 0329,22,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,900    WILCOX                       AV,,34.0871,-118.331
211405321,01/21/2021 12:00:00 AM,01/20/2021 12:00:00 AM,2105,14,Pacific,1472,1,330,BURGLARY FROM VEHICLE,1300 0344 1609,35,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,6400    PACIFIC                      AV,,33.9591,-118.4511
210116863,09/15/2021 12:00:00 AM,09/15/2021 12:00:00 AM,400,1,Central,152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,7TH                          ST,FLOWER                       ST,34.0487,-118.2588
231112564,08/23/2023 12:00:00 AM,08/20/2023 12:00:00 AM,1400,11,Northeast,1123,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,M,O,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,3200    LOS FELIZ                    BL,,34.1207,-118.2641
210204152,01/05/2021 12:00:00 AM,01/03/2021 12:00:00 AM,1900,2,Rampart,269,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,440.0,,,,1200 W  7TH                          ST,,34.0515,-118.2658
210508853,05/06/2021 12:00:00 AM,05/05/2021 12:00:00 AM,1900,5,Harbor,587,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,31,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,3500 S  CAROLINA                     ST,,33.7143,-118.2907
230800854,07/16/2023 12:00:00 AM,07/15/2023 12:00:00 AM,2253,8,West LA,895,1,310,BURGLARY,1202 0358 1609 0321 0344 0352 1822 1402,65,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,3300    SHELBY                       DR,,34.0322,-118.4013
